@relation Phishing.Detection-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute protocol {http,https,other}
@attribute FrequentTermsvsRegistrant numeric
@attribute NOofDomainNamecandidatesinHostnameandContent numeric
@attribute NOofDomainNamecandidatesinHostname numeric
@attribute NumericHostname {true,false}
@attribute TitlevsRegistrant numeric
@attribute TitlevsDomainNamecandidatesinHostname numeric
@attribute FrequentTermsvsHostDomain numeric
@attribute CopyrightvsRegistrant numeric
@attribute DomainNamecandidatesinAnchorsvsRegistrant numeric
@attribute phising {true,false}

@data
https,17.530651,6.694253,6.205859,false,35.062027,41.113445,16.456292,12.034626,23.735391,false
https,5,10.667986,10.997374,false,8.038742,14.546357,6,6.94907,10.693004,false
http,10,1,1,false,49,59,16,10,22,true
http,10,5,5,false,67,70,13,-1,-1,true
https,5,13.788422,12.478228,false,13.115876,23.052263,5.118856,5.946463,11.834924,false
http,27.685709,3,3,false,32.533667,22.068351,6.120015,-1,37.999933,false
http,10,1.509571,1.539869,false,55,52,10.528967,-1,17,false
http,3,1,1,false,20,38,17,-1,10,true
https,9.383716,48.379,52.949931,false,65.827573,67.115763,11.868968,12.950982,15.652084,false
http,10,1.011705,1.253124,false,55,52,10.484802,-1,17,false
http,8.79126,11.953879,9.611132,false,67.61112,73.412966,7.89148,5.079405,13.685679,false
http,21,2,2,false,31,23,13,-1,29,true
http,12,5,5,false,17,17,3,14,-1,true
http,18,1,1,false,29,35,20,-1,-1,true
https,11.135435,2.069024,0.022985,false,33.636729,39.645875,7.407315,-1,15.030013,false
https,6.506448,67.975352,66.238976,false,73.278302,80.277286,5.807095,7.837288,11.905254,false
https,17.773816,11.529863,10.299792,false,55.784375,56.72707,8.746925,17.112233,20.572941,false
http,11,0,0,false,11,11,11,-1,-1,true
https,10.216224,0.215111,1.113522,false,21.030517,22,5.053176,-1,0.649762,false
https,8.199501,97.397868,93.266381,false,37.49236,24.528088,12.37024,7.83916,18.162334,false
http,20.803466,3,3,false,27.517503,24.615034,7.944128,-1,35.448969,false
http,4,78,78,false,84,83,19,6,12,true
https,12.370396,13.034873,13.952666,false,24,28.731834,12.377682,13.025238,17.219486,false
https,10,1.337334,3.036215,false,41.710075,39.595466,6.283586,-1,18.765891,false
https,5.618322,17.834644,19.469691,false,13.292799,21.552668,5.981261,1.129393,11.825279,false
http,8,0,0,false,22,26,12,-1,-1,true
http,12,0,0,false,20,29,17,-1,-1,true
http,13,0,0,false,27,34,5,-1,-1,true
https,18,0,0,false,24,16,6,-1,-1,false
http,10,2,2,false,51.296755,48.159765,11,-1,17,false
http,7,149,149,false,6,22,3,-1,11,true
https,5.169787,10.22658,11.608621,false,12.281167,18.583464,6,1.76927,10.778963,false
https,6.566753,4.428293,4.328681,false,44.193837,49.226168,6.773765,4.843894,13.355183,false
https,4.457286,3.745996,3.808715,false,1.095083,14.760446,7.61208,-1,-1,false
http,11,2,2,false,32,32,11,12,18,true
https,4.993047,0,0,false,4.171997,14.296578,7.312165,2.433378,-1,false
http,-1,0,0,false,-1,37,5,-1,-1,true
http,18,1,1,false,32,32,14,20,25,true
http,6,1,1,false,21,46,11,7,-1,true
http,-1,1,1,false,-1,30,11,-1,-1,true
http,39,0,0,false,53,39,21,-1,-1,true
http,38,5,5,false,114,91,11,36,-1,true
http,6,0,0,false,54,81,11,-1,-1,true
https,11.653751,48.211605,50.275726,false,65.848886,69.274633,6.725631,13.047222,15.562927,false
http,9,1,1,false,36,35,8,-1,16,true
http,-1,0,0,false,-1,29,11,-1,-1,true
https,11.713647,0.308093,0.717322,false,39.187927,39.209493,11.309405,-1,8.998431,false
http,21,0,0,false,21,13,9,-1,-1,true
https,18,121,121,false,20,10,9,14,21,false
https,16.962045,17.694725,16.049419,false,35.141093,29.759422,6,-1,19.772356,false
http,51,1,1,false,64,35,11,55,50,false
http,11,1,1,false,28,31,14,-1,-1,true
http,5,0,0,false,13,30,22,-1,-1,true
http,17,0,0,false,32,6,2,-1,24,true
http,13,0,0,false,13,26,26,-1,-1,true
http,-1,1,1,false,-1,53,13,-1,-1,true
https,5.106526,9.624604,9.902272,false,12.278175,18.528438,6,1.962762,10.501558,false
https,10,100.019884,102.109446,false,53.117345,44.265235,17,12,16.0005,false
https,12,28,28,false,32.963344,25.353416,7.907844,13.954572,15.451825,false
http,10,0,0,false,10,17,13,-1,-1,true
https,17.770217,8.138119,7.752,false,32.874415,28.079186,6.607561,18.729179,23.984113,false
http,13,0,0,false,27,29,15,-1,-1,true
http,6.905839,7.602912,7.404961,false,57.574278,63.25349,6.514865,5.393487,12.004126,false
https,16.858481,12.474135,11.836327,false,29.088115,24.684838,6,-1,22.531332,false
http,6,1,1,false,21,53,11,-1,-1,true
https,10.666522,9.709044,12.215734,false,21.786713,16.658474,5.655461,-1,16.796285,false
http,10,0,0,false,24,2,2,-1,18,true
http,18,1,1,false,27,17,8,-1,-1,true
http,8.572648,13,13,false,71.579473,77.736301,7.981226,3.493896,13.168927,false
http,10,1,1,false,19,20,11,-1,-1,true
http,-1,4,4,false,-1,51,7,-1,-1,false
https,10.91428,9.863588,12.218089,false,21.428946,16.459961,5.897029,-1,16.886866,false
https,6,12,12,false,18,18,6,-1,12,false
http,-1,0,0,false,-1,37,10,-1,-1,true
https,5.315743,3.909874,3.126172,false,12.076365,16.41866,6.252241,-1,10.421351,false
https,6,4,4,false,44,48,6,5,12,false
http,19,1,1,false,55,58,18,21,26,true
http,12,0,0,false,25,30,13,14,18,true
http,-1,0,0,false,-1,77,3,-1,-1,true
https,4.422987,2.184277,1.044768,false,5.601112,14.573298,7.395582,-0.319947,-1,false
http,15,5,5,false,33,33,11,15,23,true
http,51,1,1,false,64,35,11,55,50,false
http,10,0,0,false,100,106,12,-1,-1,true
http,-1,2,2,false,-1,37,10,-1,-1,true
https,5,4,4,false,74,78,6,-1,11,false
https,8.016352,11.432937,10.099342,false,84.316031,78.730637,8.306852,-0.078714,17.482125,false
http,9.025541,7.447843,7.473574,false,65.08286,66.293753,7.388425,4.987249,13.301471,false
https,5.957688,10.978005,10.855146,false,21.269185,30.732191,6,5,12.142449,false
http,10,0,0,false,26,34,11,-1,-1,true
https,10.380549,1.48093,0.567482,false,34.688524,38.545646,8.11772,-1,16.539193,false
http,13,1,1,false,40,42,15,14,21,true
http,-1,0,0,false,-1,23,11,-1,-1,true
https,5,13.046402,12.38586,false,13.816187,23.530588,5.813416,5.493928,11.084875,false
http,11,0,0,false,42,47,16,-1,-1,true
http,-1,5,5,false,-1,80,4,-1,-1,true
http,-1,0,0,false,-1,31,15,-1,-1,true
http,9,1,1,false,24,34,4,-1,-1,true
http,9.270426,8.706144,6.275338,false,67.228421,70.944463,6.399069,3.622862,12.239459,false
http,9,231,231,false,64,65,10,11,17,true
http,10,2,2,false,51.413149,48.159425,11,-1,17,false
http,6,1,1,false,24,34,6,8,19,true
http,10,1,1,false,62,63,11,-1,25,true
https,8.237042,13,13,false,70.463537,74.628412,7.532596,-0.71696,12.787675,false
https,18.061838,39.783597,31.026706,false,22.907381,12.345806,6.061132,11.779784,25.968172,false
https,17.637136,4.427769,6.562496,false,36.774511,32.536575,7.873563,18.12865,25,false
http,11,1,1,false,26,31,16,-1,-1,true
http,9,0,0,false,9,13,9,-1,-1,true
http,29,0,0,false,31,27,10,-1,-1,true
https,18.113458,28.512544,31.705267,false,22.911246,10.27244,6,10.11808,23.819457,false
https,6.436322,31.206054,31.871748,false,42.005764,50.390828,8.8085,11.625226,18.480813,false
http,16,0,0,false,52,50,16,-1,22,true
http,-1,0,0,false,-1,37,10,-1,-1,true
http,13,1,1,false,58,59,14,-1,-1,true
http,7,1,1,false,22,27,12,-1,-1,true
https,22.962077,1.446265,1.201748,false,42.536976,33.667547,6.095466,24.527516,-0.697115,false
http,11,5,5,false,16,29,20,13,-1,true
http,8,1,1,true,32,35,4,10,-1,true
http,46,0,0,false,60,36,18,-1,-1,true
http,26.517011,6.020038,6.488372,false,33.682368,23.336301,7.32542,-1,36.467672,false
http,10,2.366949,2.838965,false,47.984999,46.963453,6.245669,-1,20.889349,false
http,-1,0,0,false,-1,39,3,-1,-1,true
https,6.91881,3.739458,2.037695,false,22.599637,22.754866,6,1.495031,11.819625,false
https,13.262804,123.01878,125.730085,false,27.976402,16.836359,12.458579,10.901766,22.100611,false
https,5,11.332876,9.602111,false,12.891289,19.780764,5.253803,5.544784,11.487235,false
https,25.778429,125.365385,116.212071,false,32.473284,35.222361,7.192153,21.958739,26.360328,false
https,6.182898,7.673175,7.837964,false,44.29391,53.323329,6.084778,-0.020712,13.541581,false
https,0.849688,8.672799,8.853864,false,10.860596,50.950864,6.981826,5.445954,11.000647,false
https,4.095416,0.494376,1.48928,false,5.092027,16.32906,11.969149,-1,15.576162,false
http,11.716825,7.38531,7.255249,false,66.269633,66.044765,6.320419,4.989106,12.201094,false
http,-1,0,0,false,-1,30,8,-1,-1,true
http,21,2,2,false,31,23,13,-1,29,true
https,5,9.552948,9.386862,false,9.871664,18.59348,6,5.915696,10.3316,false
https,5,13,13,false,14,21,6,5,11,false
http,12.12205,2.613162,2.327256,false,50.126059,50.915996,11.208364,-1,17.091912,false
http,17,0,0,false,31,42,28,-1,-1,true
http,7.865512,1.025042,1.024116,false,74,75.92568,9.822531,-1,14.160097,false
https,5.0736,14.336785,12.427369,false,12.01146,20.371532,6,0.119199,11.003905,false
https,13.890672,4.497431,6.141221,false,106.026414,117.853808,11,13.403155,19.657413,false
https,9.397775,2.929445,2.537483,false,17.640199,19.993687,11.678791,8.699491,13.785942,false
https,16.480504,5.138662,4.873986,false,21.52502,13.231737,4.133681,-1,23.478497,false
https,18,5.307834,5.018021,false,35,44.76732,12.299345,15.526117,23.611839,false
https,13,6,6,false,39,64,15,-1,18,false
https,10.135184,14.034574,14.794756,false,24,29.305652,10.912842,13.158864,15.835957,false
http,12,1,1,false,49,44,7,14,23,true
https,11.98791,123.498892,112.793907,false,34.245963,34.483585,16.877639,15.608068,20.322209,false
https,9.755218,15.845658,14.922275,false,24,29.432083,10.018621,13.335999,14.991936,false
https,20.050952,124.358213,115.48216,false,33.210169,34.559789,9.334255,18.050843,21.158165,false
https,17.933248,2.824856,4.527752,false,23.432985,12.570839,4.847619,-1,25.023906,false
http,13,1,1,false,40,42,15,14,21,true
https,5.774818,12.011871,11.31673,false,22.040465,30.150259,6,5.004907,12.800273,false
https,5.725322,33.76369,31.65036,false,29.603694,31.924608,9.872034,1.404233,15.767501,false
https,5.139321,2.065889,2.792686,false,7.558318,17.930784,10.122617,-1,14.58943,false
https,16.103649,19.114285,17.398819,false,34.260419,29.942122,6,-1,17.778834,false
http,0,1,1,false,36,46,10,2,7,true
https,16.400039,3.09667,3.312294,false,26.854394,17.857407,4.115916,13.85394,14.78131,false
https,18.710627,27.21205,27.882375,false,23.242343,10.015388,6,13.562821,25.968172,false
https,19.740507,2.525629,3.483179,false,26.904276,22.818822,6.928009,-1,24.750824,false
http,21,0,0,false,21,14,10,-1,-1,true
http,21,0,0,false,35,50,5,-1,-1,true
https,5,9.458611,9.177753,false,11.055002,18.944372,6,5.003119,10.053785,false
http,-1,1,1,false,-1,28,9,-1,-1,true
https,6,0,0,false,121,127,11,5,18,false
http,11,0,0,false,69,81,23,14,14,true
http,13.917092,31.493692,30.028474,false,51.237654,53.044606,8.068672,13.664771,19,false
http,10,1,1,false,10,12,12,-1,-1,true
http,11.599288,11.561763,11.972786,false,57.297528,59.231461,7.555762,5.810207,17.005668,false
https,10.713116,94.734712,101.565617,false,62.187421,49.683262,8.502232,12,16.484249,false
https,11.681635,28.052224,28.257219,false,28.161778,24.755827,10.560394,11.046381,15.965691,false
http,10,1,1,false,28,40,20,-1,-1,true
http,-1,1,1,false,-1,18,9,-1,-1,true
https,10.685036,3.216383,0.339003,false,33.39728,36.925844,8.652654,-1,15.986472,false
https,17.423405,29.897988,35.18056,false,22.217621,10.538132,6,7.240781,22.32489,false
http,20,1,1,false,30,26,16,-1,28,true
https,12.315637,3.632208,2.646267,false,26.51558,23.495706,8.845102,13.305949,14.672271,false
https,6.33334,3.991184,3.624421,false,22.064862,22.894992,6,3.927985,11.672701,false
https,15.456421,11.437147,11.083919,false,24.975184,22.938633,6,-1,21.669673,false
https,5.60828,7.59736,7.633967,false,44.843079,54.249948,6,1.841651,11.578599,false
https,4.356394,0.470043,0.446877,false,9.764955,14.835214,11.932483,-1,15.440935,false
http,5.336587,4.0609,5.026351,false,73.933485,77.06621,6,0.119104,11.025213,false
http,10,1.296411,1.949912,false,52.420893,48.174652,10.815025,-1,17,false
https,6,28,28,false,32,38,8,5,18,false
http,9,1,1,false,43,49,11,11,16,true
http,11,12,12,false,57,60,6,11,17,false
https,17.628716,15.851332,11.79319,false,41.085265,29.520721,5.98558,-1,22.61231,false
http,5,1,1,false,8,29,22,-1,12,true
https,12.846591,129.370311,127.632426,false,30.235319,18.380575,12.877188,16.07117,21.808569,false
http,8.910794,12.942336,12.526867,false,67.768002,73.391187,8.435334,7.471746,14.361997,false
http,-1,1,1,false,-1,28,11,-1,-1,true
http,9,1,1,false,43,49,11,11,16,true
http,10,2,2,false,51.459343,48.146233,11,-1,17,false
http,19,0,0,false,19,15,15,-1,-1,true
http,9,1,1,false,16,34,23,-1,-1,true
https,9.332611,12.177261,12.803934,false,20.213287,16.131695,6,-1,15.981425,false
https,7.123138,11.659817,11.303611,false,17.986148,18,6.522326,-1,11.986226,false
http,9,231,231,false,64,65,10,11,17,true
http,-1,1,1,false,-1,34,6,-1,-1,true
https,5,13.087459,12.332701,false,13.155393,23.590308,5.30449,5.86996,11.635867,false
https,10,103,103,false,47,43,17,12,17,false
http,61,0,0,false,91,55,11,61,69,true
http,3.573381,60.559962,63.58367,false,75.053187,83.302901,8.132323,4.789715,5.960829,false
http,9.030632,11.304632,8.622466,false,67.275715,70.077787,7.370818,5.492315,13.599698,false
https,11.811728,0.396378,0.09727,false,44.087657,41.832345,9.09159,-1,8.435448,false
http,11,3,3,false,33,32,6,-1,-1,true
https,10,3,3,false,47,41,6,-1,21,false
http,38,0,0,false,53,28,13,-1,55,true
https,23.218866,5.003061,4.720823,false,36.854344,39.346465,11.299442,25.609783,26.64861,false
http,10,0,0,false,24,27,12,-1,-1,true
http,6,1,1,false,21,41,11,7,-1,true
http,10.524566,3.759032,3.142609,false,49.56899,48.531538,6.20822,-1,18.234822,false
http,-1,0,0,false,-1,18,4,-1,-1,true
https,6.123361,266.460311,208.754573,false,12,17.770766,6,5.597724,12.150636,false
http,9.060952,10.088309,7.438732,false,67.076019,68.375478,6.626381,5.034625,12.639758,false
https,5.665271,1.026816,1.971863,false,74,88.236972,6.738511,-1,12.49131,false
https,7.616857,28,28,false,29.398224,33.523092,9.186866,9.055184,18.510692,false
https,11.657214,29.150226,30.527825,false,30.170506,25.203259,11.274809,9.093627,15.935316,false
http,51,1,1,false,64,35,11,55,50,false
http,12,1,1,false,12,12,8,-1,20,true
https,17,0,0,false,64,56,2,-1,-1,false
https,5.002621,4,4,false,19.388968,22.69093,6,3.99881,11.025141,false
http,10,0,0,false,18,22,14,-1,-1,true
http,18,0,0,false,35,6,2,-1,26,true
http,9,5,5,false,63,66,8,4,11,false
https,6.782482,32.801021,34.476901,false,45.484731,52.140165,8.970859,11.386418,18.916946,false
http,11,1,1,false,27,40,20,-1,-1,true
https,6.765442,8.266835,9.108189,false,94.97192,105.638284,6.077567,-0.688485,16.952146,false
http,19,0,0,false,33,32,5,-1,-1,true
http,10,1.300207,1.430815,false,53.317129,51.162963,10.967206,-1,17,false
http,-1,1,1,false,-1,24,9,-1,-1,true
http,12,5,5,false,17,17,3,14,-1,true
http,21.914758,3.395115,3.018247,false,30.073007,24.855061,7.881821,-1,34.114426,false
http,51,1,1,false,64,35,11,55,50,false
http,12,1,1,false,27,36,14,-1,-1,true
http,11,0,0,false,11,18,14,-1,-1,true
http,10,5,5,false,18,22,10,-1,-1,true
http,11,0,0,false,48,52,11,-1,19,true
https,5,12.634398,11.587732,false,14.359147,25.897795,5.332254,5.29678,11.753694,false
https,5.998422,21.999079,21.866659,false,18.585032,21.858175,6,-0.589171,11.996852,false
https,6.450524,8.824653,14.157154,false,74,76.419146,6.655456,1.083381,11.756519,false
http,26,1,1,false,55,85,4,27,35,true
https,47.345554,130.87715,118.112437,false,30.481305,35.246791,6.945584,23.19107,36.42997,false
http,7,1,1,false,25,28,13,-1,-1,true
https,5.941289,13.457079,12.744729,false,22.88835,27.364364,5.191401,5,11.93377,false
http,13,1,1,false,40,42,15,14,21,true
https,2.035743,31.212674,29.726966,false,28.561267,35.672112,6.257608,3.085802,15.502782,false
https,8.486869,13,13,false,69.393615,73.894158,8.032081,0.918208,13.775021,false
http,9,1,1,false,29,27,7,-1,-1,true
http,3,1,1,false,27,37,13,-1,7,true
https,5.718481,7.790707,15.800015,false,74,75.354045,6,4.86906,9.035381,false
http,10,1.333657,1.584242,false,54.551683,51.292965,10.562842,-1,17,false
http,-1,2,2,false,-1,25,11,-1,-1,true
https,19.508359,4.829004,4.666025,false,32.829493,32.640236,9.85519,-1,17.578804,false
http,34.382896,1.069985,2.343131,false,49.546504,34.716039,6.946045,31.643954,42.788626,false
https,9.70845,47.902907,49.168585,false,65.976922,70.838244,7.90933,12.95657,15.461877,false
https,7.113819,10.483755,13.077495,false,74,77.228234,6.939203,-0.49975,11.976327,false
http,18,5,5,false,68,63,17,19,26,true
https,5.944383,3.471178,3.714102,false,15.505917,19.369183,9.694658,7.206867,12.850815,false
http,4.850648,67.123906,64.20971,false,74.645567,80.683392,7.722245,6.499371,7.2508,false
https,5,13.137888,13.171805,false,13.521563,21.458931,5.977496,5.484413,11.346852,false
http,-1,0,0,false,-1,9,9,-1,-1,true
http,11,0,0,false,11,15,15,-1,-1,true
http,9,1,1,false,24,29,10,-1,-1,true
https,11.817007,28.606608,30.039374,false,30.002786,25.212272,11.270215,11.175816,15.925087,false
http,9.872362,8.196926,9.025396,false,57.904776,61.707337,6.58525,7.229709,12.677897,false
http,15,0,0,false,59,62,12,-1,-1,true
http,10.529256,4.266101,3.32207,false,48.231249,48.667296,6.098268,-1,20.944675,false
http,1,1,1,false,10,24,3,-1,-1,true
http,9,1,1,false,24,36,17,-1,-1,true
http,13,0,0,false,13,29,29,-1,-1,true
https,6.978554,12.674419,10.252465,false,24.998495,30.999943,6,5.006248,12.901978,false
http,7,149,149,false,6,85,3,-1,11,true
http,10.518151,3.618264,2.532618,false,49.787238,48.106577,6.664308,-1,17.695567,false
http,44,0,0,false,44,11,7,-1,-1,true
https,10,100,100,false,58,54,17,12,16,false
https,6.578841,2.958134,3.719921,false,22.296287,22.91865,6.254389,3.690051,11.471245,false
http,6,1,1,false,21,50,11,-1,-1,true
http,15.608564,4.303814,4.899738,false,54.044727,49.715533,11.46308,1.412669,21.241479,false
https,17.50175,1.184758,1.310347,false,16.921449,14.432663,8.062709,-1,-1,false
https,5,12.287017,11.751204,false,14.255136,24.843184,5.509896,5.38619,12.019709,false
http,5,0,0,false,5,10,10,-1,-1,true
https,10,100.12614,102.472882,false,51.648301,43.925259,17,12,16.008352,false
http,12.546139,29.224178,30.662444,false,53.048801,53.469208,8.320078,13.601094,19,false
https,9.380022,7.550826,6.30696,false,44.581628,53.017875,6.403638,-0.734411,14.948535,false
http,11,0,0,false,11,9,9,-1,-1,true
http,21,0,0,false,21,17,17,-1,-1,true
http,13.035676,25.355874,24.651388,false,45.482305,47.60955,8.902252,12.948754,18.070858,false
http,11,1,1,false,26,32,17,-1,-1,true
https,10,1,1,false,39,40,8,-1,17,false
http,7,149,149,false,6,85,3,-1,11,true
https,7.123818,56.068846,60.269008,false,72.966646,74.310959,8.321263,11.155042,15.049466,false
http,16,0,0,false,74,72,14,19,19,true
http,12,1,1,false,17,22,13,-1,18,true
http,10,1,1,false,34,46,4,-1,17,true
http,-1,0,0,false,-1,29,7,-1,-1,true
https,5,14.448695,12.568933,false,13.434606,22.569397,5.939877,5.408799,11.337222,false
http,11,0,0,false,25,33,19,-1,-1,true
https,5,0,0,false,5,6,6,-1,-1,false
https,7.694773,13.556207,12.654209,false,23.006301,26,5,0.866562,12.62376,false
https,11.643364,3.216014,4.59532,false,44.019462,51.696991,10.543754,2.729419,14.095261,false
http,10,0,0,false,24,33,4,-1,-1,true
http,10,0,0,false,25,30,12,-1,-1,true
http,14,1,1,false,29,32,4,-1,-1,true
https,7.098755,210.249789,214.893371,false,11.065761,15.002035,7.989353,5.258885,9.11648,false
http,12,1,1,false,58,77,3,-1,-1,true
http,10,1,1,false,23,35,16,12,17,true
http,-1,5,5,false,-1,73,12,-1,-1,true
https,5.699109,33.877266,31.32752,false,31.92995,31.45429,10.050982,1.974852,15.164767,false
https,6.925475,3.669894,2.077185,false,22.693657,22.75069,6,1.452241,11.751005,false
http,18,1,1,false,33,35,18,-1,-1,true
https,3.827784,10.831625,10.3545,false,12.289953,37.375748,6.045996,5.135735,11.000336,false
http,11,1,1,false,20,20,11,-1,-1,true
https,16.901829,122.630434,121.187189,false,21.166798,13.90055,10.876168,12.764662,22.742847,false
https,9.769999,28,28,false,27.405,28.396332,9.703918,10.918908,19.507273,false
http,11,1,1,false,23,25,13,-1,-1,true
http,12,2,2,false,33,45,11,5,18,true
http,11,0,0,false,25,32,18,-1,-1,true
https,15.851548,19.77943,19.937674,false,34.207759,29.961254,6,-1,17.735904,false
https,18,14,14,false,39,29,6,-1,24,false
http,9,2,2,false,19,28,18,-1,17,true
http,51,1,1,false,64,35,11,55,50,false
http,-1,0,0,false,-1,27,10,-1,-1,true
https,10.877407,5.377685,4.921594,false,40.371934,33.109438,2.794069,-1,18.497138,false
https,5.304707,0.586577,2.988921,false,10.37257,15.071881,6.252241,-1,10.386256,false
http,6,0,0,false,20,33,10,-1,-1,true
http,18,0,0,false,35,6,2,-1,26,true
http,10,1,1,false,19,27,18,-1,-1,true
https,10,1.415958,2.435011,false,42.262537,40.535016,6.172782,-1,20.642584,false
http,11,1,1,false,33,95,15,13,17,true
https,15.197581,22.985727,22.321171,false,21.824155,15.22059,6,9.310026,26.851916,false
https,12.594389,29.3189,33.68797,false,54.709414,53.172691,9.590184,12.911121,19,false
http,10,1,1,false,28,40,20,-1,-1,true
http,-1,2,2,false,-1,27,11,-1,-1,true
https,10.580219,9.123717,9.463636,false,25.63608,24.951242,5.475503,-1,16.785036,false
http,10,2,2,false,51,48,11,-1,17,false
https,10.493973,117.489812,106.307607,false,39.254026,40.313729,16.997006,13.627269,18.226341,false
http,-1,1,1,false,-1,39,4,-1,-1,true
http,10,1.02297,1.468862,false,52.790453,51.509483,10.916507,-1,17,false
http,13,1,1,false,28,28,13,15,20,true
http,14,26,26,false,55,53,8,15,19,false
http,12,1,1,false,19,23,12,-1,-1,true
http,11,1,1,false,26,35,16,-1,-1,true
http,8,1,1,false,17,30,17,-1,15,true
http,8,1,1,false,22,30,12,10,15,true
https,17.654195,0.729971,1.281977,false,18.081836,14.442222,7.553337,-1,-1,false
http,21,1,1,false,45,51,23,-1,28,true
https,12,28,28,false,29.818604,25.335368,7.973357,13.930096,15.871749,false
http,10,1.967778,1.979619,false,51.625223,48.153289,10.933487,-1,17,false
http,-1,0,0,false,-1,29,7,-1,-1,true
http,0,1,1,false,9,19,10,-1,-1,true
http,6,1,1,false,21,52,11,-1,-1,true
http,10,1,1,false,19,22,13,-1,-1,true
http,-1,0,0,false,-1,6,6,-1,-1,true
http,10.969052,5,5,false,51.727977,50.373936,7.960018,-0.891589,18.564087,false
https,18.901219,0,0,false,31.150682,19.721853,3.205685,-1,-1,false
http,9,1,1,false,21,37,27,10,-1,true
http,10,2,2,false,51.289784,48.088358,11,-1,17,false
http,7,1,1,false,35,43,15,8,10,true
https,5.35988,2.934911,3.367816,false,18.085413,21.034349,6.026935,3.276163,12.443548,false
https,6.473087,187.732305,196.274405,false,12.912017,16.408961,7.573458,8.05405,10.184716,false
https,5.565998,188.682313,197.792035,false,11.403636,15.418449,7.650778,4.563468,9.488372,false
http,18,0,0,false,18,79,7,-1,-1,true
http,18,5,5,false,34,37,19,17,26,true
https,4.996025,1.334656,0.754304,false,5.754103,12.662662,7.449424,-0.282309,-1,false
http,13.493867,10.883698,11.193427,false,60.835679,56.648393,9.794915,0.980881,18.139599,false
http,6,0,0,false,53,53,6,-1,-1,true
https,5,0,0,false,12,12,8,5,-1,false
https,16.396491,5.326507,5.373916,false,23.156848,12.242698,4.032723,-1,21.012288,false
http,9,1,1,false,42,44,11,-1,-1,true
http,17.95389,11.143183,9.964417,false,54.836216,55.109566,10.114387,17.746294,21.98484,false
https,5.53531,7.503175,7.916836,false,44.000808,51.1586,6,3.030233,11.745161,false
https,5,9,9,false,12,19,6,5,10,false
http,14,1,1,false,30,32,16,-1,-1,true
http,3,1,1,false,27,37,13,-1,7,true
http,11,0,0,false,11,15,15,-1,-1,true
http,10,0,0,false,18,26,18,-1,-1,true
http,35,0,0,false,53,114,11,-1,55,true
http,11,4,4,false,103,107,17,-1,22,true
https,6.908114,15.528828,10.634818,false,24.568063,30.817914,6,6.895307,12.779971,false
http,5,2,2,false,146,152,13,7,12,true
https,5.104306,11.994645,10.971828,false,21.167964,30.797148,6,5,12.731854,false
https,13.919809,24.640827,24.451437,false,44.503518,43.92493,6.329288,14.382162,17.792778,false
http,12,2,0,false,28,0,0,-1,22,true
http,10.459131,8.196926,9.025396,false,57.966187,61.718589,6.851854,7.207661,12.639996,false
http,5.398834,4.194943,9.906289,false,74,77.458142,6,1.007744,9.508213,false
http,7,1,1,false,25,32,13,-1,-1,true
http,14,24,24,false,49,47,8,15,18,false
https,8.100046,58.301181,63.136534,false,72.996977,75.273954,6.189105,11.118932,14.530002,false
https,12,28,28,false,27.087798,23.253836,8.083443,13.916981,19.808357,false
http,-1,1,1,true,-1,35,4,-1,-1,true
https,9.085882,66.653742,63.480532,false,73.974126,70.865779,6.729157,14.113356,19.743599,false
http,10,1,1,false,25,27,12,-1,-1,true
http,9,1,1,false,31,38,16,-1,-1,true
https,9.526922,52.912782,49.775,false,65.866156,68.95881,8.927937,12.113992,16.416618,false
https,4.457286,3.491992,3.61743,false,1.723607,14.760446,7.61208,-0.18516,-1,false
http,18,0,0,false,35,2,2,-1,26,true
http,-1,0,0,false,-1,30,8,-1,-1,true
http,11.178235,4.539339,3.332778,false,56.069755,52.771603,11.122697,-1,17.030789,false
http,-1,0,0,false,-1,27,19,-1,-1,true
https,16.384853,1.148221,2.206972,false,26.439444,25.232702,5.981442,12.315766,14.195466,false
http,1,1,1,false,11,40,26,-1,9,true
http,12,1,1,false,23,26,15,-1,19,true
https,5,14,12,false,13,24,5,6,12,false
https,16.532517,121.734657,123.712392,false,21.443317,15.117829,9.968008,11.479301,21.882356,false
https,14.144525,10.548255,11.035899,false,25.513365,23.091754,5.70323,-1,21.404476,false
https,11.913998,7.407058,7.29436,false,40.435881,56.492245,6.562751,-0.875968,17.309707,false
http,9,1,1,false,24,32,17,-1,-1,true
https,7.617325,1.816097,3.334381,false,115.191489,120.584456,10.980139,3.375771,17.449455,false
https,5,11,11,false,5,10,6,7,11,false
https,5.491371,11.975066,10.855079,false,21.631043,30.629333,6,5,12.990335,false
https,8,13,13,false,74,78,7,-1,12,false
http,21,0,0,false,21,21,21,-1,-1,true
http,15,1,1,false,30,30,15,-1,24,true
http,13,1,1,false,40,42,15,14,21,true
http,15.754998,4.817066,4.776829,false,61.977967,59.974003,5.402924,6.253255,12.50094,false
https,4.997866,0.726846,0.908436,false,7.501279,13.958703,7.583118,2.181341,-1,false
